Position,Const,Created,Modified,Description,Name,Known For,Birth Date
1,nm0000134,2014-03-09,2014-03-09,,"Robert De Niro","Cape Fear","17 de agosto de 1943"
2,nm0000197,2014-03-09,2015-10-25,,"Jack Nicholson","Chinatown","22 de abril de 1937"
3,nm0000008,2014-03-09,2014-03-09,,"Marlon Brando","Apocalypse Now","3 de abril de 1924"
4,nm0000243,2014-03-09,2014-03-09,,"Denzel Washington","Fences","28 de diciembre de 1954"
5,nm0000658,2014-03-09,2014-03-09,,"Meryl Streep","Out of Africa","22 de junio de 1949"
6,nm0000031,2014-03-09,2014-03-09,,"Katharine Hepburn","The Philadelphia Story","12 de mayo de 1907"
7,nm0000358,2014-03-09,2014-03-09,,"Daniel Day-Lewis","There Will Be Blood","29 de abril de 1957"
8,nm0001627,2014-03-09,2014-03-09,,"Sidney Poitier","In the Heat of the Night","20 de febrero de 1927"
9,nm0000007,2015-08-13,2015-08-13,,"Humphrey Bogart","Casablanca","25 de diciembre de 1899"
10,nm0000022,2015-08-13,2015-08-13,,"Clark Gable","It Happened One Night","1 de febrero de 1901"
11,nm0000006,2014-03-09,2014-03-09,,"Ingrid Bergman","Casablanca","29 de agosto de 1915"
12,nm0000138,2014-03-09,2014-03-09,,"Leonardo DiCaprio","Inception","11 de noviembre de 1974"
13,nm0000056,2014-03-09,2014-03-09,,"Paul Newman","The Hustler","26 de enero de 1925"
14,nm0000072,2014-03-09,2014-03-09,,"Elizabeth Taylor","Who's Afraid of Virginia Woolf?","27 de febrero de 1932"
15,nm0000012,2014-03-09,2014-03-09,,"Bette Davis","All About Eve","5 de abril de 1908"
16,nm0000071,2014-08-31,2014-08-31,,"James Stewart","Vertigo","20 de mayo de 1908"
17,nm0000060,2015-04-03,2015-04-03,,"Gregory Peck","To Kill a Mockingbird","5 de abril de 1916"
18,nm0000199,2014-03-09,2014-03-09,,"Al Pacino","Serpico","25 de abril de 1940"
19,nm0000158,2014-03-09,2014-03-09,,"Tom Hanks","Cast Away","9 de julio de 1956"
20,nm0000949,2014-03-09,2014-03-09,,"Cate Blanchett","Carol","14 de mayo de 1969"
21,nm0000030,2014-03-09,2014-03-09,,"Audrey Hepburn","Breakfast at Tiffany's","4 de mayo de 1929"
22,nm0000701,2014-03-09,2014-03-09,,"Kate Winslet","Eternal Sunshine of the Spotless Mind","5 de octubre de 1975"
23,nm0205626,2014-03-10,2014-03-10,,"Viola Davis","Fences","11 de agosto de 1965"
24,nm0000026,2014-03-09,2014-03-09,,"Cary Grant","Arsenic and Old Lace","18 de enero de 1904"
25,nm0000151,2015-08-13,2015-08-13,,"Morgan Freeman","Se7en","1 de junio de 1937"
26,nm0000046,2014-03-09,2014-03-09,,"Vivien Leigh","A Streetcar Named Desire","5 de noviembre de 1913"
27,nm0000059,2014-03-09,2014-03-09,,"Laurence Olivier","Rebecca","22 de mayo de 1907"
28,nm0000537,2015-08-13,2015-08-13,,"Steve McQueen","The Great Escape","24 de marzo de 1930"
29,nm0000473,2014-03-09,2014-03-09,,"Diane Keaton","Annie Hall","5 de enero de 1946"
30,nm0000075,2014-03-09,2014-03-09,,"Spencer Tracy","Guess Who's Coming to Dinner","5 de abril de 1900"
31,nm0451321,2014-03-10,2014-03-10,,"Shah Rukh Khan","Don 2","2 de noviembre de 1965"
32,nm0000210,2014-03-09,2014-03-09,,"Julia Roberts","Pretty Woman","28 de octubre de 1967"
33,nm0000149,2014-03-09,2014-03-09,,"Jodie Foster","The Silence of the Lambs","19 de noviembre de 1962"
34,nm0000023,2014-03-09,2014-03-09,,"Judy Garland","The Wizard of Oz","10 de junio de 1922"
35,nm0000020,2014-03-09,2014-03-09,,"Henry Fonda","12 Angry Men","16 de mayo de 1905"
36,nm0000366,2014-03-10,2014-03-10,,"Catherine Deneuve","8 femmes","22 de octubre de 1943"
37,nm0000038,2015-08-13,2015-08-13,,"Grace Kelly","Dial M for Murder","12 de noviembre de 1929"
38,nm0000545,2014-03-09,2014-03-09,,"Helen Mirren","The Queen","26 de julio de 1945"
39,nm0000164,2014-03-09,2014-03-09,,"Anthony Hopkins","The Silence of the Lambs","31 de diciembre de 1937"
40,nm0000010,2014-03-09,2014-03-09,,"James Cagney","Angels with Dirty Faces","17 de julio de 1899"
41,nm0000291,2014-03-10,2014-03-10,,"Angela Bassett","Black Panther","16 de agosto de 1958"
42,nm0000136,2014-03-09,2014-03-09,,"Johnny Depp","Sweeney Todd: The Demon Barber of Fleet Street","9 de junio de 1963"
43,nm0001256,2014-03-09,2014-03-09,,"Greta Garbo","Ninotchka","18 de septiembre de 1905"
44,nm0000014,2014-03-09,2014-03-09,,"Olivia de Havilland","Gone with the Wind","1 de julio de 1916"
45,nm0000122,2014-03-09,2014-03-09,,"Charles Chaplin","The Great Dictator","16 de abril de 1889"
46,nm0361697,2014-03-10,2014-03-10,,"Setsuko Hara","Banshun","17 de junio de 1920"
47,nm0000267,2014-03-09,2014-03-09,,"Julie Andrews","The Sound of Music","1 de octubre de 1935"
48,nm0001050,2014-03-10,2014-03-10,,"Montgomery Clift","From Here to Eternity","17 de octubre de 1920"
49,nm0001376,2014-03-10,2014-03-10,,"Isabelle Huppert","Elle","16 de marzo de 1953"
50,nm0000028,2014-03-09,2014-03-09,,"Rita Hayworth","Gilda","17 de octubre de 1918"
51,nm0000932,2014-03-09,2014-03-09,,"Halle Berry","Catwoman","14 de agosto de 1966"
52,nm0000015,2014-03-09,2014-03-09,,"James Dean","East of Eden","8 de febrero de 1931"
53,nm0000018,2014-03-09,2014-03-09,,"Kirk Douglas","Ace in the Hole","9 de diciembre de 1916"
54,nm0000081,2014-03-09,2014-03-09,,"Natalie Wood","Rebel Without a Cause","20 de julio de 1938"
55,nm0000052,2014-03-10,2014-03-10,,"Marcello Mastroianni","La dolce vita","26 de septiembre de 1924"
56,nm0001076,2014-03-09,2014-03-09,,"Joan Crawford","What Ever Happened to Baby Jane?","23 de marzo de 1906"
57,nm0000148,2015-08-13,2015-08-13,,"Harrison Ford","Raiders of the Lost Ark","13 de julio de 1942"
58,nm0000215,2014-03-09,2014-03-09,,"Susan Sarandon","Thelma & Louise","4 de octubre de 1946"
59,nm0000037,2014-03-09,2014-03-09,,"Gene Kelly","Singin' in the Rain","23 de agosto de 1912"
60,nm0000335,2014-03-09,2014-03-09,,"Glenn Close","Fatal Attraction","19 de marzo de 1947"
61,nm0000021,2014-03-09,2014-03-09,,"Joan Fontaine","Rebecca","22 de octubre de 1917"
62,nm0000194,2014-03-09,2014-03-09,,"Julianne Moore","Far from Heaven","3 de diciembre de 1960"
63,nm0000226,2014-03-09,2014-03-09,,"Will Smith","The Fresh Prince of Bel-Air","25 de septiembre de 1968"
64,nm0000047,2014-03-09,2014-03-09,,"Sophia Loren","La ciociara","20 de septiembre de 1934"
65,nm0000054,2014-03-09,2014-03-09,,"Marilyn Monroe","Some Like It Hot","1 de junio de 1926"
66,nm0000045,2014-03-10,2014-03-10,,"Bruce Lee","Jing wu men","27 de noviembre de 1940"
67,nm0005093,2019-11-09,2019-11-09,,"Regina King","Ray","15 de enero de 1971"
68,nm0001401,2014-03-09,2014-03-09,,"Angelina Jolie","Maleficent","4 de junio de 1975"
69,nm0000078,2014-03-09,2014-03-09,,"John Wayne","True Grit","26 de mayo de 1907"
70,nm0000404,2014-03-09,2014-03-09,,"Jane Fonda","Klute","21 de diciembre de 1937"
71,nm0000032,2015-08-13,2015-08-13,,"Charlton Heston","Ben-Hur","4 de octubre de 1923"
72,nm0000011,2014-03-09,2014-03-09,,"Gary Cooper","High Noon","7 de mayo de 1901"
73,nm0880521,2014-03-10,2014-03-10,,"Liv Ullmann","Viskningar och rop","16 de diciembre de 1938"
74,nm0000204,2014-03-09,2014-03-09,,"Natalie Portman","Black Swan","9 de junio de 1981"
75,nm0001845,2014-03-09,2014-03-09,,"Forest Whitaker","The Last King of Scotland","15 de julio de 1961"
76,nm0000113,2014-03-09,2014-03-09,,"Sandra Bullock","The Proposal","26 de julio de 1964"
77,nm0000039,2014-03-09,2014-03-09,,"Deborah Kerr","The King and I","30 de septiembre de 1921"
78,nm0001536,2014-03-10,2014-03-10,,"Toshirô Mifune","Yôjinbô","1 de abril de 1920"
79,nm0000163,2014-03-09,2014-03-09,,"Dustin Hoffman","Tootsie","8 de agosto de 1937"
80,nm0000668,2014-03-09,2014-03-09,,"Emma Thompson","Sense and Sensibility","15 de abril de 1959"
81,nm0000129,2014-03-09,2014-03-09,,"Tom Cruise","Top Gun","3 de julio de 1962"
82,nm0000201,2014-03-09,2014-03-09,,"Michelle Pfeiffer","The Fabulous Baker Boys","29 de abril de 1958"
83,nm0001159,2014-03-09,2014-03-09,,"Faye Dunaway","Bonnie and Clyde","14 de enero de 1941"
84,nm0000168,2014-03-09,2014-03-09,,"Samuel L. Jackson","Pulp Fiction","21 de diciembre de 1948"
85,nm0000564,2014-03-09,2014-03-09,,"Peter O'Toole","Lawrence of Arabia","2 de agosto de 1932"
86,nm0005132,2014-03-09,2014-03-09,,"Heath Ledger","Brokeback Mountain","4 de abril de 1979"
87,nm0000173,2014-03-09,2014-03-09,,"Nicole Kidman","Moulin Rouge!","20 de junio de 1967"
88,nm0004851,2014-03-10,2014-03-10,,"Penélope Cruz","Vicky Cristina Barcelona","28 de abril de 1974"
89,nm1569276,2019-03-18,2019-03-18,,"Chadwick Boseman","Black Panther","29 de noviembre de 1976"
90,nm0000104,2014-03-10,2014-03-10,,"Antonio Banderas","The Mask of Zorro","10 de agosto de 1960"
91,nm0000244,2014-03-09,2014-03-09,,"Sigourney Weaver","Alien Resurrection","8 de octubre de 1949"
92,nm0000161,2014-03-10,2014-03-10,,"Salma Hayek","Frida","2 de septiembre de 1966"
93,nm0000332,2014-03-10,2014-03-10,,"Don Cheadle","Crash","29 de noviembre de 1964"
94,nm0000531,2014-03-09,2014-03-09,,"Frances McDormand","Fargo","23 de junio de 1957"
95,nm0000870,2014-03-09,2014-03-09,,"Kathy Bates","Misery","28 de junio de 1948"
96,nm0001725,2019-04-12,2019-04-12,,"Omar Sharif","Lawrence of Arabia","10 de abril de 1932"
97,nm0010736,2014-03-09,2014-03-09,,"Amy Adams","Arrival","20 de agosto de 1974"
98,nm0001618,2014-03-09,2014-03-09,,"Joaquin Phoenix","Walk the Line","28 de octubre de 1974"
99,nm0482320,2019-04-12,2019-04-12,,"Mohanlal","Dasharatham","21 de mayo de 1960"
100,nm0000093,2014-03-09,2014-03-09,,"Brad Pitt","Fight Club","18 de diciembre de 1963"
101,nm0000313,2014-03-09,2014-03-09,,"Jeff Bridges","The Big Lebowski","4 de diciembre de 1949"
102,nm0000125,2014-03-09,2014-03-09,,"Sean Connery","The Rock","25 de agosto de 1930"
103,nm0001426,2014-03-09,2014-03-09,,"Ben Kingsley","Sexy Beast","31 de diciembre de 1943"
104,nm0000169,2014-03-09,2014-03-09,,"Tommy Lee Jones","The Homesman","15 de septiembre de 1946"
105,nm0000602,2014-03-09,2014-03-09,,"Robert Redford","The Natural","18 de agosto de 1936"
106,nm0000493,2015-08-13,2015-08-13,,"Jack Lemmon","The Apartment","8 de febrero de 1925"
107,nm0001715,2014-03-09,2014-03-09,,"George C. Scott","Patton","18 de octubre de 1927"
108,nm0000245,2014-03-09,2014-03-09,,"Robin Williams","Mrs. Doubtfire","21 de julio de 1951"
109,nm0000450,2015-04-03,2015-04-03,,"Philip Seymour Hoffman","The Master","23 de julio de 1967"
110,nm0000123,2014-03-09,2014-03-09,,"George Clooney","Michael Clayton","6 de mayo de 1961"
111,nm0000432,2014-03-09,2014-03-09,,"Gene Hackman","The French Connection","30 de enero de 1930"
112,nm0000115,2014-03-09,2014-03-09,,"Nicolas Cage","Face/Off","7 de enero de 1964"
113,nm0000686,2014-03-09,2014-03-09,,"Christopher Walken","The Deer Hunter","31 de marzo de 1943"
114,nm0004266,2015-08-13,2015-08-13,,"Anne Hathaway","Les Misérables","12 de noviembre de 1982"
115,nm0000367,2014-03-10,2014-03-10,,"Gérard Depardieu","Cyrano de Bergerac","27 de diciembre de 1948"
116,nm0001626,2014-03-09,2014-03-09,,"Christopher Plummer","Beginners","13 de diciembre de 1929"
117,nm0000246,2014-03-09,2014-03-09,,"Bruce Willis","Die Hard","19 de marzo de 1955"
118,nm0005212,2014-03-09,2014-03-09,,"Ian McKellen","The Lord of the Rings: The Fellowship of the Ring","25 de mayo de 1939"
119,nm0000128,2019-04-12,2019-04-12,,"Russell Crowe","Les Misérables","7 de abril de 1964"
120,nm0000195,2014-03-09,2014-03-09,,"Bill Murray","Lost in Translation","21 de septiembre de 1950"
121,nm0000906,2014-03-09,2014-03-09,,"Annette Bening","American Beauty","29 de mayo de 1958"
122,nm0000582,2014-03-09,2014-03-09,,"Joe Pesci","GoodFellas","9 de febrero de 1943"
123,nm0000126,2014-03-09,2014-03-09,,"Kevin Costner","The Postman","18 de enero de 1955"
124,nm0000212,2014-03-09,2014-03-09,,"Meg Ryan","When Harry Met Sally...","19 de noviembre de 1961"
125,nm0000661,2015-08-13,2015-08-13,,"Donald Sutherland","The Hunger Games: Catching Fire","17 de julio de 1935"
126,nm0000142,2014-03-09,2014-03-09,,"Clint Eastwood","Million Dollar Baby","31 de mayo de 1930"
127,nm0000140,2014-03-09,2014-03-09,,"Michael Douglas","Wall Street","25 de septiembre de 1944"
128,nm0000375,2015-08-13,2015-08-13,,"Robert Downey Jr.","Iron Man","4 de abril de 1965"
129,nm0001257,2014-03-09,2014-03-09,,"Ava Gardner","The Night of the Iguana","24 de diciembre de 1922"
130,nm0000398,2014-03-09,2014-03-09,,"Sally Field","Lincoln","6 de noviembre de 1946"
131,nm0000013,2014-03-09,2014-03-09,,"Doris Day","Love Me or Leave Me","3 de abril de 1922"
132,nm0000511,2014-03-09,2014-03-09,,"Shirley MacLaine","Terms of Endearment","24 de abril de 1934"
133,nm0000456,2014-03-09,2014-03-09,,"Holly Hunter","Broadcast News","20 de marzo de 1958"
134,nm0000353,2014-03-09,2014-03-09,,"Willem Dafoe","Spider-Man","22 de julio de 1955"
135,nm0005476,2014-03-09,2014-03-09,,"Hilary Swank","Million Dollar Baby","30 de julio de 1974"
136,nm0252230,2015-04-03,2015-04-03,,"Chiwetel Ejiofor","12 Years a Slave","10 de julio de 1977"
137,nm0001055,2014-03-09,2014-03-09,,"Claudette Colbert","It Happened One Night","13 de septiembre de 1903"
138,nm0000178,2014-03-09,2014-03-09,,"Diane Lane","Unfaithful","22 de enero de 1965"
139,nm0001448,2014-03-09,2014-03-09,,"Jessica Lange","Tootsie","20 de abril de 1949"
140,nm0841797,2014-03-09,2014-03-09,,"Gloria Swanson","Sunset Blvd.","27 de marzo de 1899"
141,nm0000323,2014-03-09,2014-03-09,,"Michael Caine","Youth","14 de marzo de 1933"
142,nm0000002,2014-03-09,2014-03-09,,"Lauren Bacall","To Have and Have Not","16 de septiembre de 1924"
143,nm0790454,2014-03-09,2014-03-09,,"Norma Shearer","The Divorcee","10 de agosto de 1902"
144,nm0000541,2014-03-09,2014-03-09,,"Bette Midler","Beaches","1 de diciembre de 1945"
145,nm0001546,2014-03-09,2014-03-09,,"Mary Tyler Moore","Ordinary People","29 de diciembre de 1936"
146,nm0536167,2014-03-09,2014-03-09,,"Anna Magnani","Roma città aperta","7 de marzo de 1908"
147,nm0001132,2014-03-09,2014-03-09,,"Judi Dench","Skyfall","9 de diciembre de 1934"
148,nm0000232,2014-03-09,2014-03-09,,"Sharon Stone","Basic Instinct","10 de marzo de 1958"
149,nm0000107,2014-03-09,2014-03-09,,"Kim Basinger","L.A. Confidential","8 de diciembre de 1953"
150,nm3154303,2024-12-18,2024-12-18,,"Timothée Chalamet","Call Me by Your Name","27 de diciembre de 1995"
151,nm0413559,2014-03-09,2014-03-09,,"Glenda Jackson","Women in Love","9 de mayo de 1936"
152,nm0001656,2014-03-09,2014-03-09,,"Donna Reed","It's a Wonderful Life","27 de enero de 1921"
153,nm0000193,2014-03-09,2014-03-09,,"Demi Moore","G.I. Jane","11 de noviembre de 1962"
154,nm0591485,2014-03-09,2014-03-09,,"Liza Minnelli","Cabaret","12 de marzo de 1946"
155,nm0000133,2014-03-09,2014-03-09,,"Geena Davis","Thelma & Louise","21 de enero de 1956"
156,nm0000634,2014-03-09,2014-03-09,,"Peter Sellers","Being There","8 de septiembre de 1925"
157,nm0000154,2014-03-09,2014-03-09,,"Mel Gibson","Braveheart","3 de enero de 1956"
158,nm0000120,2014-03-09,2014-03-09,,"Jim Carrey","Ace Ventura: Pet Detective","17 de enero de 1962"
159,nm0000242,2014-03-09,2014-03-09,,"Mark Wahlberg","The Fighter","5 de junio de 1971"
160,nm0000188,2014-03-09,2014-03-09,,"Steve Martin","Roxanne","14 de agosto de 1945"
161,nm0000849,2014-03-09,2014-03-09,,"Javier Bardem","Skyfall","1 de marzo de 1969"
162,nm0910607,2014-03-09,2014-03-09,,"Christoph Waltz","Django Unchained","4 de octubre de 1956"
163,nm0000209,2014-03-09,2014-03-09,,"Tim Robbins","Mystic River","16 de octubre de 1958"
164,nm0000216,2014-03-09,2014-03-09,,"Arnold Schwarzenegger","Terminator 2: Judgment Day","30 de julio de 1947"
165,nm0000230,2014-03-09,2014-03-09,,"Sylvester Stallone","Rocky","6 de julio de 1946"
166,nm0001557,2014-03-09,2014-03-09,,"Viggo Mortensen","Captain Fantastic","20 de octubre de 1958"
167,nm0000489,2014-03-09,2014-03-09,,"Christopher Lee","Star Wars: Episode II - Attack of the Clones","27 de mayo de 1922"
168,nm0001691,2014-03-09,2014-03-09,,"Geoffrey Rush","The King's Speech","6 de julio de 1951"
169,nm0000027,2014-03-09,2014-03-09,,"Alec Guinness","Star Wars","2 de abril de 1914"
170,nm0000009,2014-03-09,2014-03-09,,"Richard Burton","Who's Afraid of Virginia Woolf?","10 de noviembre de 1925"
171,nm0005154,2014-03-10,2014-03-10,,"Lucy Liu","Kill Bill: Vol. 1","2 de diciembre de 1968"
172,nm0000285,2014-03-09,2014-03-09,,"Alec Baldwin","The Departed","3 de abril de 1958"
173,nm0001001,2014-03-09,2014-03-09,,"James Caan","Thief","26 de marzo de 1940"
174,nm0586568,2016-06-18,2016-06-18,,"Mads Mikkelsen","Hannibal","22 de noviembre de 1965"
175,nm0001774,2014-03-09,2014-03-09,,"Ben Stiller","Tropic Thunder","30 de noviembre de 1965"
176,nm0000438,2014-03-09,2014-03-09,,"Ed Harris","Appaloosa","28 de noviembre de 1950"
177,nm0000172,2014-03-09,2014-03-09,,"Harvey Keitel","Reservoir Dogs","13 de mayo de 1939"
178,nm0000685,2014-03-09,2014-03-09,,"Jon Voight","Midnight Cowboy","29 de diciembre de 1938"
179,nm0000106,2014-03-09,2014-03-09,,"Drew Barrymore","Charlie's Angels","22 de febrero de 1975"
180,nm0000213,2014-03-09,2014-03-09,,"Winona Ryder","Alien Resurrection","29 de octubre de 1971"
181,nm0000678,2014-03-09,2014-03-09,,"Kathleen Turner","Romancing the Stone","19 de junio de 1954"
182,nm0000235,2014-03-09,2014-03-09,,"Uma Thurman","Kill Bill: Vol. 1","29 de abril de 1970"
183,nm0000623,2014-03-09,2014-03-09,,"Rene Russo","Nightcrawler","17 de febrero de 1954"
184,nm0000155,2014-03-09,2014-03-09,,"Whoopi Goldberg","Ghost","13 de noviembre de 1955"
185,nm0001749,2015-08-13,2015-08-13,,"Maggie Smith","Gosford Park","28 de diciembre de 1934"
186,nm0000659,2014-03-09,2014-03-09,,"Barbra Streisand","Funny Girl","24 de abril de 1942"
187,nm2225369,2014-03-09,2014-03-09,,"Jennifer Lawrence","The Hunger Games","15 de agosto de 1990"
188,nm0940946,2014-03-09,2014-03-09,,"Joanne Woodward","Rachel, Rachel","27 de febrero de 1930"
189,nm0564790,2014-03-09,2014-03-09,,"Mercedes McCambridge","Giant","16 de marzo de 1916"
190,nm0001378,2014-03-09,2014-03-09,,"Anjelica Huston","The Grifters","8 de julio de 1951"
191,nm0001848,2014-03-09,2014-03-09,,"Dianne Wiest","The Birdcage","28 de marzo de 1946"
192,nm0000443,2014-03-09,2014-03-09,,"Goldie Hawn","Private Benjamin","21 de noviembre de 1945"
193,nm0001012,2014-03-09,2014-03-09,,"Claudia Cardinale","C'era una volta il West","15 de abril de 1938"
194,nm0000569,2014-03-09,2014-03-09,,"Gwyneth Paltrow","Shakespeare in Love","27 de septiembre de 1972"
195,nm0000234,2014-03-09,2014-03-09,,"Charlize Theron","Monster","7 de agosto de 1975"
196,nm0000700,2014-03-09,2014-03-09,,"Debra Winger","Terms of Endearment","16 de mayo de 1955"
197,nm0182839,2015-08-13,2015-08-13,,"Marion Cotillard","Inception","30 de septiembre de 1975"
198,nm0000207,2014-03-09,2014-03-09,,"Christina Ricci","Casper","12 de febrero de 1980"
199,nm0000300,2014-03-09,2014-03-09,,"Juliette Binoche","The English Patient","9 de marzo de 1964"
200,nm0000435,2014-03-09,2014-03-09,,"Daryl Hannah","Kill Bill: Vol. 2","3 de diciembre de 1960"
201,nm0095804,2014-03-09,2014-03-09,,"Shirley Booth","Come Back, Little Sheba","30 de agosto de 1898"
202,nm0000702,2014-03-09,2014-03-09,,"Reese Witherspoon","Wild","22 de marzo de 1976"
203,nm0001125,2014-03-09,2014-03-09,,"Benicio Del Toro","Sicario","19 de febrero de 1967"
204,nm0000102,2014-03-09,2014-03-09,,"Kevin Bacon","Footloose","8 de julio de 1958"
205,nm0000664,2014-03-09,2014-03-09,,"Patrick Swayze","Dirty Dancing","18 de agosto de 1952"
206,nm0001057,2014-03-09,2014-03-09,,"Toni Collette","About a Boy","1 de noviembre de 1972"
207,nm0000380,2015-04-03,2015-04-03,,"Robert Duvall","The Apostle","5 de enero de 1931"
208,nm0000044,2014-03-09,2014-03-09,,"Burt Lancaster","From Here to Eternity","2 de noviembre de 1913"
209,nm0000053,2014-03-09,2014-03-09,,"Robert Mitchum","Out of the Past","6 de agosto de 1917"
210,nm0268199,2014-03-09,2014-03-09,,"Colin Farrell","The Lobster","31 de mayo de 1976"
211,nm0000034,2014-03-09,2014-03-09,,"William Holden","Stalag 17","17 de abril de 1918"
212,nm0000064,2014-03-09,2014-03-09,,"Edward G. Robinson","Key Largo","12 de diciembre de 1893"
213,nm0001635,2014-03-09,2014-03-09,,"William Powell","The Thin Man","29 de julio de 1892"
214,nm0001467,2014-03-09,2014-03-09,,"Jared Leto","Dallas Buyers Club","26 de diciembre de 1971"
215,nm0001224,2014-03-09,2014-03-09,,"Errol Flynn","The Adventures of Robin Hood","20 de junio de 1909"
216,nm0000050,2014-03-09,2014-03-09,,"Groucho Marx","A Night at the Opera","2 de octubre de 1890"
217,nm0000051,2014-03-09,2014-03-09,,"James Mason","Lolita","15 de mayo de 1909"
218,nm0000036,2014-03-09,2014-03-09,,"Buster Keaton","The General","4 de octubre de 1895"
219,nm0000080,2014-03-09,2014-03-09,,"Orson Welles","Citizen Kane","6 de mayo de 1915"
220,nm0000001,2014-03-09,2014-03-09,,"Fred Astaire","The Towering Inferno","10 de mayo de 1899"
221,nm0177896,2014-03-09,2014-03-09,,"Bradley Cooper","A Star Is Born","5 de enero de 1975"
222,nm0000198,2019-03-19,2019-03-19,,"Gary Oldman","Tinker Tailor Soldier Spy","21 de marzo de 1958"
223,nm0000179,2014-03-09,2014-03-09,,"Jude Law","The Talented Mr. Ripley","29 de diciembre de 1972"
224,nm0316079,2014-03-09,2014-03-09,,"Paul Giamatti","Sideways","6 de junio de 1967"
225,nm0000553,2014-03-09,2014-03-09,,"Liam Neeson","Kinsey","7 de junio de 1952"
226,nm0000354,2019-04-12,2019-04-12,,"Matt Damon","Good Will Hunting","8 de octubre de 1970"
227,nm1055413,2014-03-09,2014-03-09,,"Michael Fassbender","Shame","2 de abril de 1977"
228,nm0000993,2014-03-09,2014-03-09,,"Carol Burnett","The Carol Burnett Show","26 de abril de 1933"
229,nm0001788,2014-03-09,2014-03-09,,"Jessica Tandy","Driving Miss Daisy","7 de junio de 1909"
230,nm0000166,2014-03-09,2014-03-09,,"Helen Hunt","As Good as It Gets","15 de junio de 1963"
231,nm0000099,2015-03-08,2015-03-08,,"Patricia Arquette","True Romance","8 de abril de 1968"
232,nm0000544,2014-03-09,2014-03-09,,"Carmen Miranda","Greenwich Village","9 de febrero de 1909"
233,nm0005028,2014-03-09,2014-03-09,,"Kate Hudson","Almost Famous","19 de abril de 1979"
234,nm0001876,2014-03-09,2014-03-09,,"Catherine Zeta-Jones","Chicago","25 de septiembre de 1969"
235,nm0000139,2014-03-09,2014-03-09,,"Cameron Diaz","Vanilla Sky","30 de agosto de 1972"
236,nm0001666,2014-03-09,2014-03-09,,"Debbie Reynolds","Singin' in the Rain","1 de abril de 1932"
237,nm0000995,2014-03-09,2014-03-09,,"Ellen Burstyn","Requiem for a Dream","7 de diciembre de 1932"
238,nm0000058,2014-03-09,2014-03-09,,"Maureen O'Hara","The Quiet Man","17 de agosto de 1920"
239,nm0001485,2014-03-09,2014-03-09,,"Myrna Loy","The Thin Man","2 de agosto de 1905"
240,nm0372176,2014-03-09,2014-03-09,,"Lena Headey","300","3 de octubre de 1973"
241,nm0001473,2014-03-09,2014-03-09,,"Laura Linney","The Big C","5 de febrero de 1964"
242,nm0000017,2014-03-09,2014-03-09,,"Marlene Dietrich","Witness for the Prosecution","27 de diciembre de 1901"
243,nm0001479,2014-03-09,2014-03-09,,"Carole Lombard","My Man Godfrey","6 de octubre de 1908"
244,nm0000795,2014-03-09,2014-03-09,,"Jean Arthur","Mr. Smith Goes to Washington","17 de octubre de 1900"
245,nm0000095,2014-03-09,2014-03-09,,"Woody Allen","Annie Hall","30 de noviembre de 1935"
246,nm0001318,2014-03-09,2014-03-09,,"Jean Harlow","Red Dust","3 de marzo de 1911"
247,nm0001677,2014-03-09,2014-03-09,,"Ginger Rogers","Kitty Foyle","16 de julio de 1911"
248,nm0681933,2014-03-09,2014-03-09,,"Mary Pickford","Coquette","8 de abril de 1892"
249,nm0922213,2014-03-09,2014-03-09,,"Mae West","She Done Him Wrong","17 de agosto de 1893"
250,nm0000096,2014-03-09,2014-03-09,,"Gillian Anderson","The X Files","9 de agosto de 1968"
251,nm0914612,2014-03-09,2014-03-09,,"Emma Watson","The Perks of Being a Wallflower","15 de abril de 1990"
252,nm0000273,2014-03-09,2014-03-09,,"Alan Arkin","Argo","26 de marzo de 1934"
253,nm0000621,2014-03-10,2014-03-10,,"Kurt Russell","Escape from New York","17 de marzo de 1951"
254,nm0350453,2014-03-10,2014-03-10,,"Jake Gyllenhaal","Nightcrawler","19 de diciembre de 1980"
255,nm0331516,2014-03-10,2014-03-10,,"Ryan Gosling","Blue Valentine","12 de noviembre de 1980"
256,nm0000147,2014-03-09,2014-03-09,,"Colin Firth","A Single Man","10 de septiembre de 1960"
257,nm0004937,2014-03-09,2014-03-09,,"Jamie Foxx","Collateral","13 de diciembre de 1967"
258,nm0004778,2014-03-09,2014-03-09,,"Adrien Brody","The Pianist","14 de abril de 1973"
259,nm0000905,2014-03-09,2014-03-09,,"Roberto Benigni","La vita è bella","27 de octubre de 1952"
260,nm0000460,2014-03-09,2014-03-09,,"Jeremy Irons","Dead Ringers","19 de septiembre de 1948"
261,nm0000719,2014-03-09,2014-03-09,,"F. Murray Abraham","The Grand Budapest Hotel","24 de octubre de 1939"
262,nm0000377,2014-03-09,2014-03-09,,"Richard Dreyfuss","The Goodbye Girl","29 de octubre de 1947"
263,nm0002075,2014-03-09,2014-03-09,,"Peter Finch","Network","28 de septiembre de 1916"
264,nm0138770,2014-03-09,2014-03-09,,"Art Carney","Harry and Tonto","4 de noviembre de 1918"
265,nm0731772,2014-03-09,2014-03-09,,"Cliff Robertson","Spider-Man","9 de septiembre de 1923"
266,nm0001511,2014-03-09,2014-03-09,,"Lee Marvin","Paint Your Wagon","19 de febrero de 1924"
